分组,书名,排名,汉字,权重,基准拼音,拼音变体,全拼键位数,全拼最短,全拼最长,匹配状态,microsoft_基准码,microsoft_所有码,microsoft_覆盖,microsoft_异常读音,xiaohe_基准码,xiaohe_所有码,xiaohe_覆盖,xiaohe_异常读音
junda,Jun Da 现代汉语单字字频表,3409,怅,1132,chang,chang,5,5,5,ok,ih,ih,True,,ih,ih,True,
junda,Jun Da 现代汉语单字字频表,3410,盎,1131,ang,ang,3,3,3,ok,oh,oh,True,,ah,ah,True,
junda,Jun Da 现代汉语单字字频表,3411,徙,1131,xi,xi,2,2,2,ok,xi,xi,True,,xi,xi,True,
junda,Jun Da 现代汉语单字字频表,3412,鞅,1130,yang,yang,4,4,4,ok,yh,yh,True,,yh,yh,True,
junda,Jun Da 现代汉语单字字频表,3413,漓,1127,li,li,2,2,2,ok,li,li,True,,li,li,True,
junda,Jun Da 现代汉语单字字频表,3414,祟,1127,sui,sui,3,3,3,ok,sv,sv,True,,sv,sv,True,
junda,Jun Da 现代汉语单字字频表,3415,睫,1126,jie,jie,3,3,3,ok,jx,jx,True,,jp,jp,True,
junda,Jun Da 现代汉语单字字频表,3416,攸,1126,you,you,3,3,3,ok,yb,yb,True,,yz,yz,True,
junda,Jun Da 现代汉语单字字频表,3417,翎,1125,ling,ling,4,4,4,ok,l;,l;,True,,lk,lk,True,
junda,Jun Da 现代汉语单字字频表,3418,呛,1120,qiang,qiang,5,5,5,ok,qd,qd,True,,ql,ql,True,
junda,Jun Da 现代汉语单字字频表,3419,筐,1119,kuang,kuang,5,5,5,ok,kd,kd,True,,kl,kl,True,
junda,Jun Da 现代汉语单字字频表,3420,堑,1119,qian,qian,4,4,4,ok,qm,qm,True,,qm,qm,True,
junda,Jun Da 现代汉语单字字频表,3421,檀,1119,tan,tan,3,3,3,ok,tj,tj,True,,tj,tj,True,
junda,Jun Da 现代汉语单字字频表,3422,寅,1117,yin,yin,3,3,3,ok,yn,yn,True,,yb,yb,True,
junda,Jun Da 现代汉语单字字频表,3423,磊,1114,lei,lei,3,3,3,ok,lz,lz,True,,lw,lw,True,
junda,Jun Da 现代汉语单字字频表,3424,驭,1114,yu,yu,2,2,2,ok,yu,yu,True,,yu,yu,True,
junda,Jun Da 现代汉语单字字频表,3425,惘,1114,wang,wang,4,4,4,ok,wh,wh,True,,wh,wh,True,
junda,Jun Da 现代汉语单字字频表,3426,吠,1113,fei,fei,3,3,3,ok,fz,fz,True,,fw,fw,True,
junda,Jun Da 现代汉语单字字频表,3427,驮,1111,duo,duo|tuo,3,3,3,ok,do,do|to,True,,do,do|to,True,
junda,Jun Da 现代汉语单字字频表,3428,瑙,1108,nao,nao,3,3,3,ok,nk,nk,True,,nc,nc,True,
junda,Jun Da 现代汉语单字字频表,3429,炬,1107,ju,ju,2,2,2,ok,jv,jv,True,,jv,jv,True,
junda,Jun Da 现代汉语单字字频表,3430,痉,1106,jing,jing,4,4,4,ok,j;,j;,True,,jk,jk,True,
junda,Jun Da 现代汉语单字字频表,3431,曝,1105,pu,pu,2,2,2,ok,pu,pu,True,,pu,pu,True,
junda,Jun Da 现代汉语单字字频表,3432,恺,1105,kai,kai,3,3,3,ok,kl,kl,True,,kd,kd,True,
junda,Jun Da 现代汉语单字字频表,3433,胺,1103,an,an,2,2,2,ok,oj,oj,True,,an,an,True,
junda,Jun Da 现代汉语单字字频表,3434,萤,1103,ying,ying,4,4,4,ok,y;,y;,True,,yk,yk,True,
junda,Jun Da 现代汉语单字字频表,3435,敕,1103,chi,chi,3,3,3,ok,ii,ii,True,,ii,ii,True,
junda,Jun Da 现代汉语单字字频表,3436,筝,1100,zheng,zheng,5,5,5,ok,vg,vg,True,,vg,vg,True,
junda,Jun Da 现代汉语单字字频表,3437,幡,1097,fan,fan,3,3,3,ok,fj,fj,True,,fj,fj,True,
junda,Jun Da 现代汉语单字字频表,3438,霹,1095,pi,pi,2,2,2,ok,pi,pi,True,,pi,pi,True,
junda,Jun Da 现代汉语单字字频表,3439,竺,1095,zhu,zhu,3,3,3,ok,vu,vu,True,,vu,vu,True,
junda,Jun Da 现代汉语单字字频表,3440,烙,1093,lao,lao,3,3,3,ok,lk,lk,True,,lc,lc,True,
junda,Jun Da 现代汉语单字字频表,3441,毗,1093,pi,pi,2,2,2,ok,pi,pi,True,,pi,pi,True,
junda,Jun Da 现代汉语单字字频表,3442,鸠,1092,jiu,jiu,3,3,3,ok,jq,jq,True,,jq,jq,True,
junda,Jun Da 现代汉语单字字频表,3443,埠,1091,bu,bu,2,2,2,ok,bu,bu,True,,bu,bu,True,
junda,Jun Da 现代汉语单字字频表,3444,蒜,1091,suan,suan,4,4,4,ok,sr,sr,True,,sr,sr,True,
junda,Jun Da 现代汉语单字字频表,3445,阜,1089,fu,fu,2,2,2,ok,fu,fu,True,,fu,fu,True,
junda,Jun Da 现代汉语单字字频表,3446,嘈,1087,cao,cao,3,3,3,ok,ck,ck,True,,cc,cc,True,
junda,Jun Da 现代汉语单字字频表,3447,乒,1086,ping,ping,4,4,4,ok,p;,p;,True,,pk,pk,True,
junda,Jun Da 现代汉语单字字频表,3448,帷,1086,wei,wei,3,3,3,ok,wz,wz,True,,ww,ww,True,
junda,Jun Da 现代汉语单字字频表,3449,啄,1084,zhuo,zhuo,4,4,4,ok,vo,vo,True,,vo,vo,True,
junda,Jun Da 现代汉语单字字频表,3450,鳌,1083,ao,ao,2,2,2,ok,ok,ok,True,,ao,ao,True,
junda,Jun Da 现代汉语单字字频表,3451,毡,1082,zhan,zhan,4,4,4,ok,vj,vj,True,,vj,vj,True,
junda,Jun Da 现代汉语单字字频表,3452,阙,1082,que,que,3,3,3,ok,qt,qt,True,,qt,qt,True,
junda,Jun Da 现代汉语单字字频表,3453,褥,1081,ru,ru,2,2,2,ok,ru,ru,True,,ru,ru,True,
junda,Jun Da 现代汉语单字字频表,3454,搔,1080,sao,sao,3,3,3,ok,sk,sk,True,,sc,sc,True,
junda,Jun Da 现代汉语单字字频表,3455,笋,1079,sun,sun,3,3,3,ok,sp,sp,True,,sy,sy,True,
junda,Jun Da 现代汉语单字字频表,3456,冕,1078,mian,mian,4,4,4,ok,mm,mm,True,,mm,mm,True,
junda,Jun Da 现代汉语单字字频表,3457,狞,1078,ning,ning,4,4,4,ok,n;,n;,True,,nk,nk,True,
junda,Jun Da 现代汉语单字字频表,3458,韶,1078,shao,shao,4,4,4,ok,uk,uk,True,,uc,uc,True,
junda,Jun Da 现代汉语单字字频表,3459,骼,1078,ge,ge,2,2,2,ok,ge,ge,True,,ge,ge,True,
junda,Jun Da 现代汉语单字字频表,3460,蔼,1075,ai,ai,2,2,2,ok,ol,ol,True,,ai,ai,True,
junda,Jun Da 现代汉语单字字频表,3461,烹,1074,peng,peng,4,4,4,ok,pg,pg,True,,pg,pg,True,
junda,Jun Da 现代汉语单字字频表,3462,奄,1073,yan,yan,3,3,3,ok,yj,yj,True,,yj,yj,True,
junda,Jun Da 现代汉语单字字频表,3463,嫖,1073,piao,piao,4,4,4,ok,pc,pc,True,,pn,pn,True,
junda,Jun Da 现代汉语单字字频表,3464,沐,1072,mu,mu,2,2,2,ok,mu,mu,True,,mu,mu,True,
junda,Jun Da 现代汉语单字字频表,3465,噗,1070,pu,pu,2,2,2,ok,pu,pu,True,,pu,pu,True,
junda,Jun Da 现代汉语单字字频表,3466,岑,1069,cen,cen,3,3,3,ok,cf,cf,True,,cf,cf,True,
junda,Jun Da 现代汉语单字字频表,3467,蛟,1069,jiao,jiao,4,4,4,ok,jc,jc,True,,jn,jn,True,
junda,Jun Da 现代汉语单字字频表,3468,掳,1067,lu,lu,2,2,2,ok,lu,lu,True,,lu,lu,True,
junda,Jun Da 现代汉语单字字频表,3469,咏,1067,yong,yong,4,4,4,ok,ys,ys,True,,ys,ys,True,
junda,Jun Da 现代汉语单字字频表,3470,弩,1067,nu,nu,2,2,2,ok,nu,nu,True,,nu,nu,True,
junda,Jun Da 现代汉语单字字频表,3471,捻,1066,nian,nian,4,4,4,ok,nm,nm,True,,nm,nm,True,
junda,Jun Da 现代汉语单字字频表,3472,圃,1066,pu,pu,2,2,2,ok,pu,pu,True,,pu,pu,True,
junda,Jun Da 现代汉语单字字频表,3473,孚,1066,fu,fu,2,2,2,ok,fu,fu,True,,fu,fu,True,
junda,Jun Da 现代汉语单字字频表,3474,悴,1064,cui,cui,3,3,3,ok,cv,cv,True,,cv,cv,True,
junda,Jun Da 现代汉语单字字频表,3475,诣,1063,yi,yi,2,2,2,ok,yi,yi,True,,yi,yi,True,
junda,Jun Da 现代汉语单字字频表,3476,呱,1063,gu,gu|gua,2,2,3,ok,gu,gu|gw,True,,gu,gu|gx,True,
junda,Jun Da 现代汉语单字字频表,3477,祁,1062,qi,qi,2,2,2,ok,qi,qi,True,,qi,qi,True,
junda,Jun Da 现代汉语单字字频表,3478,捶,1061,chui,chui,4,4,4,ok,iv,iv,True,,iv,iv,True,
junda,Jun Da 现代汉语单字字频表,3479,钠,1061,na,na,2,2,2,ok,na,na,True,,na,na,True,
junda,Jun Da 现代汉语单字字频表,3480,袄,1057,ao,ao,2,2,2,ok,ok,ok,True,,ao,ao,True,
junda,Jun Da 现代汉语单字字频表,3481,澎,1056,peng,peng,4,4,4,ok,pg,pg,True,,pg,pg,True,
junda,Jun Da 现代汉语单字字频表,3482,氮,1055,dan,dan,3,3,3,ok,dj,dj,True,,dj,dj,True,
junda,Jun Da 现代汉语单字字频表,3483,恪,1055,ke,ke,2,2,2,ok,ke,ke,True,,ke,ke,True,
junda,Jun Da 现代汉语单字字频表,3484,雏,1052,chu,chu,3,3,3,ok,iu,iu,True,,iu,iu,True,
junda,Jun Da 现代汉语单字字频表,3485,撮,1049,cuo,cuo,3,3,3,ok,co,co,True,,co,co,True,
junda,Jun Da 现代汉语单字字频表,3486,堰,1049,yan,yan,3,3,3,ok,yj,yj,True,,yj,yj,True,
junda,Jun Da 现代汉语单字字频表,3487,彷,1049,pang,pang,4,4,4,ok,ph,ph,True,,ph,ph,True,
junda,Jun Da 现代汉语单字字频表,3488,鹦,1049,ying,ying,4,4,4,ok,y;,y;,True,,yk,yk,True,
junda,Jun Da 现代汉语单字字频表,3489,晖,1046,hui,hui,3,3,3,ok,hv,hv,True,,hv,hv,True,
junda,Jun Da 现代汉语单字字频表,3490,犀,1044,xi,xi,2,2,2,ok,xi,xi,True,,xi,xi,True,
junda,Jun Da 现代汉语单字字频表,3491,腑,1043,fu,fu,2,2,2,ok,fu,fu,True,,fu,fu,True,
junda,Jun Da 现代汉语单字字频表,3492,沽,1043,gu,gu,2,2,2,ok,gu,gu,True,,gu,gu,True,
junda,Jun Da 现代汉语单字字频表,3493,橄,1043,gan,gan,3,3,3,ok,gj,gj,True,,gj,gj,True,
junda,Jun Da 现代汉语单字字频表,3494,掐,1042,qia,qia,3,3,3,ok,qw,qw,True,,qx,qx,True,
junda,Jun Da 现代汉语单字字频表,3495,亵,1042,xie,xie,3,3,3,ok,xx,xx,True,,xp,xp,True,
junda,Jun Da 现代汉语单字字频表,3496,龋,1040,qu,qu,2,2,2,ok,qv,qv,True,,qv,qv,True,
junda,Jun Da 现代汉语单字字频表,3497,嗒,1038,ta,ta|da,2,2,2,ok,ta,ta|da,True,,ta,ta|da,True,
junda,Jun Da 现代汉语单字字频表,3498,咀,1037,ju,ju,2,2,2,ok,jv,jv,True,,jv,jv,True,
junda,Jun Da 现代汉语单字字频表,3499,祺,1034,qi,qi,2,2,2,ok,qi,qi,True,,qi,qi,True,
junda,Jun Da 现代汉语单字字频表,3500,锚,1033,mao,mao,3,3,3,ok,mk,mk,True,,mc,mc,True,
junda,Jun Da 现代汉语单字字频表,3501,匾,1033,bian,bian|pian,4,4,4,ok,bm,bm|pm,True,,bm,bm|pm,True,
junda,Jun Da 现代汉语单字字频表,3502,乓,1032,pang,pang,4,4,4,ok,ph,ph,True,,ph,ph,True,
junda,Jun Da 现代汉语单字字频表,3503,萃,1032,cui,cui,3,3,3,ok,cv,cv,True,,cv,cv,True,
junda,Jun Da 现代汉语单字字频表,3504,贻,1032,yi,yi,2,2,2,ok,yi,yi,True,,yi,yi,True,
junda,Jun Da 现代汉语单字字频表,3505,揖,1031,yi,yi,2,2,2,ok,yi,yi,True,,yi,yi,True,
junda,Jun Da 现代汉语单字字频表,3506,觑,1031,qu,qu,2,2,2,ok,qv,qv,True,,qv,qv,True,
junda,Jun Da 现代汉语单字字频表,3507,吝,1030,lin,lin,3,3,3,ok,ln,ln,True,,lb,lb,True,
junda,Jun Da 现代汉语单字字频表,3508,憔,1030,qiao,qiao,4,4,4,ok,qc,qc,True,,qn,qn,True,
junda,Jun Da 现代汉语单字字频表,3509,羌,1029,qiang,qiang,5,5,5,ok,qd,qd,True,,ql,ql,True,
junda,Jun Da 现代汉语单字字频表,3510,诲,1028,hui,hui,3,3,3,ok,hv,hv,True,,hv,hv,True,
junda,Jun Da 现代汉语单字字频表,3511,砾,1028,li,li,2,2,2,ok,li,li,True,,li,li,True,
junda,Jun Da 现代汉语单字字频表,3512,蠕,1028,ru,ru,2,2,2,ok,ru,ru,True,,ru,ru,True,
junda,Jun Da 现代汉语单字字频表,3513,肴,1026,yao,yao,3,3,3,ok,yk,yk,True,,yc,yc,True,
junda,Jun Da 现代汉语单字字频表,3514,撩,1025,liao,liao,4,4,4,ok,lc,lc,True,,ln,ln,True,
junda,Jun Da 现代汉语单字字频表,3515,坍,1015,tan,tan,3,3,3,ok,tj,tj,True,,tj,tj,True,
junda,Jun Da 现代汉语单字字频表,3516,酥,1014,su,su,2,2,2,ok,su,su,True,,su,su,True,
junda,Jun Da 现代汉语单字字频表,3517,袅,1012,niao,niao,4,4,4,ok,nc,nc,True,,nn,nn,True,
junda,Jun Da 现代汉语单字字频表,3518,黝,1010,you,you,3,3,3,ok,yb,yb,True,,yz,yz,True,
junda,Jun Da 现代汉语单字字频表,3519,俾,1007,bi,bi,2,2,2,ok,bi,bi,True,,bi,bi,True,
junda,Jun Da 现代汉语单字字频表,3520,嫣,1005,yan,yan,3,3,3,ok,yj,yj,True,,yj,yj,True,
junda,Jun Da 现代汉语单字字频表,3521,穹,1004,qiong,qiong,5,5,5,ok,qs,qs,True,,qs,qs,True,
junda,Jun Da 现代汉语单字字频表,3522,秧,1003,yang,yang,4,4,4,ok,yh,yh,True,,yh,yh,True,
junda,Jun Da 现代汉语单字字频表,3523,妊,1001,ren,ren,3,3,3,ok,rf,rf,True,,rf,rf,True,
junda,Jun Da 现代汉语单字字频表,3524,溉,1000,gai,gai,3,3,3,ok,gl,gl,True,,gd,gd,True,
junda,Jun Da 现代汉语单字字频表,3525,鹊,999,que,que,3,3,3,ok,qt,qt,True,,qt,qt,True,
junda,Jun Da 现代汉语单字字频表,3526,聿,999,yu,yu,2,2,2,ok,yu,yu,True,,yu,yu,True,
junda,Jun Da 现代汉语单字字频表,3527,疙,998,ge,ge,2,2,2,ok,ge,ge,True,,ge,ge,True,
junda,Jun Da 现代汉语单字字频表,3528,蘑,998,mo,mo,2,2,2,ok,mo,mo,True,,mo,mo,True,
junda,Jun Da 现代汉语单字字频表,3529,睾,996,gao,gao,3,3,3,ok,gk,gk,True,,gc,gc,True,
junda,Jun Da 现代汉语单字字频表,3530,楷,994,kai,kai,3,3,3,ok,kl,kl,True,,kd,kd,True,
junda,Jun Da 现代汉语单字字频表,3531,酵,992,jiao,jiao,4,4,4,ok,jc,jc,True,,jn,jn,True,
junda,Jun Da 现代汉语单字字频表,3532,茹,992,ru,ru,2,2,2,ok,ru,ru,True,,ru,ru,True,
junda,Jun Da 现代汉语单字字频表,3533,锌,992,xin,xin,3,3,3,ok,xn,xn,True,,xb,xb,True,
junda,Jun Da 现代汉语单字字频表,3534,滇,991,dian,dian,4,4,4,ok,dm,dm,True,,dm,dm,True,
junda,Jun Da 现代汉语单字字频表,3535,辗,990,zhan,zhan|nian,4,4,4,ok,vj,vj|nm,True,,vj,vj|nm,True,
junda,Jun Da 现代汉语单字字频表,3536,纂,990,zuan,zuan,4,4,4,ok,zr,zr,True,,zr,zr,True,
junda,Jun Da 现代汉语单字字频表,3537,圭,988,gui,gui,3,3,3,ok,gv,gv,True,,gv,gv,True,
junda,Jun Da 现代汉语单字字频表,3538,幔,988,man,man,3,3,3,ok,mj,mj,True,,mj,mj,True,
junda,Jun Da 现代汉语单字字频表,3539,褒,987,bao,bao,3,3,3,ok,bk,bk,True,,bc,bc,True,
junda,Jun Da 现代汉语单字字频表,3540,揍,986,zou,zou,3,3,3,ok,zb,zb,True,,zz,zz,True,
junda,Jun Da 现代汉语单字字频表,3541,诽,985,fei,fei,3,3,3,ok,fz,fz,True,,fw,fw,True,
junda,Jun Da 现代汉语单字字频表,3542,倔,985,jue,jue,3,3,3,ok,jt,jt,True,,jt,jt,True,
junda,Jun Da 现代汉语单字字频表,3543,腓,984,fei,fei,3,3,3,ok,fz,fz,True,,fw,fw,True,
junda,Jun Da 现代汉语单字字频表,3544,颉,984,xie,xie|jie,3,3,3,ok,xx,xx|jx,True,,xp,xp|jp,True,
junda,Jun Da 现代汉语单字字频表,3545,锄,981,chu,chu,3,3,3,ok,iu,iu,True,,iu,iu,True,
junda,Jun Da 现代汉语单字字频表,3546,嗔,979,chen,chen,4,4,4,ok,if,if,True,,if,if,True,
junda,Jun Da 现代汉语单字字频表,3547,磺,978,huang,huang,5,5,5,ok,hd,hd,True,,hl,hl,True,
junda,Jun Da 现代汉语单字字频表,3548,攒,977,cuan,cuan|zan,4,3,4,ok,cr,cr|zj,True,,cr,cr|zj,True,
junda,Jun Da 现代汉语单字字频表,3549,瘩,974,da,da,2,2,2,ok,da,da,True,,da,da,True,
junda,Jun Da 现代汉语单字字频表,3550,雳,974,li,li,2,2,2,ok,li,li,True,,li,li,True,
junda,Jun Da 现代汉语单字字频表,3551,吆,973,yao,yao,3,3,3,ok,yk,yk,True,,yc,yc,True,
junda,Jun Da 现代汉语单字字频表,3552,悚,973,song,song,4,4,4,ok,ss,ss,True,,ss,ss,True,
junda,Jun Da 现代汉语单字字频表,3553,墩,972,dun,dun,3,3,3,ok,dp,dp,True,,dy,dy,True,
junda,Jun Da 现代汉语单字字频表,3554,彝,972,yi,yi,2,2,2,ok,yi,yi,True,,yi,yi,True,
junda,Jun Da 现代汉语单字字频表,3555,囱,968,cong,cong,4,4,4,ok,cs,cs,True,,cs,cs,True,
junda,Jun Da 现代汉语单字字频表,3556,逍,968,xiao,xiao,4,4,4,ok,xc,xc,True,,xn,xn,True,
junda,Jun Da 现代汉语单字字频表,3557,辄,967,zhe,zhe,3,3,3,ok,ve,ve,True,,ve,ve,True,
junda,Jun Da 现代汉语单字字频表,3558,桅,966,wei,wei,3,3,3,ok,wz,wz,True,,ww,ww,True,
junda,Jun Da 现代汉语单字字频表,3559,俨,966,yan,yan,3,3,3,ok,yj,yj,True,,yj,yj,True,
junda,Jun Da 现代汉语单字字频表,3560,纶,965,lun,lun,3,3,3,ok,lp,lp,True,,ly,ly,True,
junda,Jun Da 现代汉语单字字频表,3561,悸,964,ji,ji,2,2,2,ok,ji,ji,True,,ji,ji,True,
junda,Jun Da 现代汉语单字字频表,3562,殃,964,yang,yang,4,4,4,ok,yh,yh,True,,yh,yh,True,
junda,Jun Da 现代汉语单字字频表,3563,帧,962,zheng,zheng|zhen,5,4,5,ok,vg,vg|vf,True,,vg,vg|vf,True,
junda,Jun Da 现代汉语单字字频表,3564,俐,960,li,li,2,2,2,ok,li,li,True,,li,li,True,
junda,Jun Da 现代汉语单字字频表,3565,绮,958,qi,qi,2,2,2,ok,qi,qi,True,,qi,qi,True,
junda,Jun Da 现代汉语单字字频表,3566,袒,957,tan,tan,3,3,3,ok,tj,tj,True,,tj,tj,True,
junda,Jun Da 现代汉语单字字频表,3567,籽,957,zi,zi,2,2,2,ok,zi,zi,True,,zi,zi,True,
junda,Jun Da 现代汉语单字字频表,3568,孰,956,shu,shu,3,3,3,ok,uu,uu,True,,uu,uu,True,
junda,Jun Da 现代汉语单字字频表,3569,愫,952,su,su,2,2,2,ok,su,su,True,,su,su,True,
junda,Jun Da 现代汉语单字字频表,3570,拌,950,ban,ban,3,3,3,ok,bj,bj,True,,bj,bj,True,
junda,Jun Da 现代汉语单字字频表,3571,橙,946,cheng,cheng,5,5,5,ok,ig,ig,True,,ig,ig,True,
junda,Jun Da 现代汉语单字字频表,3572,暨,946,ji,ji,2,2,2,ok,ji,ji,True,,ji,ji,True,
junda,Jun Da 现代汉语单字字频表,3573,敖,945,ao,ao,2,2,2,ok,ok,ok,True,,ao,ao,True,
junda,Jun Da 现代汉语单字字频表,3574,赘,945,zhui,zhui,4,4,4,ok,vv,vv,True,,vv,vv,True,
junda,Jun Da 现代汉语单字字频表,3575,抉,944,jue,jue,3,3,3,ok,jt,jt,True,,jt,jt,True,
junda,Jun Da 现代汉语单字字频表,3576,淤,943,yu,yu,2,2,2,ok,yu,yu,True,,yu,yu,True,
junda,Jun Da 现代汉语单字字频表,3577,剌,943,la,la,2,2,2,ok,la,la,True,,la,la,True,
junda,Jun Da 现代汉语单字字频表,3578,娼,943,chang,chang,5,5,5,ok,ih,ih,True,,ih,ih,True,
junda,Jun Da 现代汉语单字字频表,3579,顼,942,xu,xu,2,2,2,ok,xv,xv,True,,xv,xv,True,
junda,Jun Da 现代汉语单字字频表,3580,葵,941,kui,kui,3,3,3,ok,kv,kv,True,,kv,kv,True,
junda,Jun Da 现代汉语单字字频表,3581,哝,941,nong,nong,4,4,4,ok,ns,ns,True,,ns,ns,True,
junda,Jun Da 现代汉语单字字频表,3582,酣,939,han,han,3,3,3,ok,hj,hj,True,,hj,hj,True,
junda,Jun Da 现代汉语单字字频表,3583,麓,939,lu,lu,2,2,2,ok,lu,lu,True,,lu,lu,True,
junda,Jun Da 现代汉语单字字频表,3584,钵,938,bo,bo,2,2,2,ok,bo,bo,True,,bo,bo,True,
junda,Jun Da 现代汉语单字字频表,3585,琅,938,lang,lang,4,4,4,ok,lh,lh,True,,lh,lh,True,
junda,Jun Da 现代汉语单字字频表,3586,簸,937,bo,bo,2,2,2,ok,bo,bo,True,,bo,bo,True,
junda,Jun Da 现代汉语单字字频表,3587,禾,936,he,he,2,2,2,ok,he,he,True,,he,he,True,
junda,Jun Da 现代汉语单字字频表,3588,铢,936,zhu,zhu,3,3,3,ok,vu,vu,True,,vu,vu,True,
junda,Jun Da 现代汉语单字字频表,3589,璧,929,bi,bi,2,2,2,ok,bi,bi,True,,bi,bi,True,
junda,Jun Da 现代汉语单字字频表,3590,娠,928,shen,shen,4,4,4,ok,uf,uf,True,,uf,uf,True,
junda,Jun Da 现代汉语单字字频表,3591,彗,926,hui,hui,3,3,3,ok,hv,hv,True,,hv,hv,True,
junda,Jun Da 现代汉语单字字频表,3592,惋,925,wan,wan,3,3,3,ok,wj,wj,True,,wj,wj,True,
junda,Jun Da 现代汉语单字字频表,3593,腋,925,ye,ye,2,2,2,ok,ye,ye,True,,ye,ye,True,
junda,Jun Da 现代汉语单字字频表,3594,螂,925,lang,lang,4,4,4,ok,lh,lh,True,,lh,lh,True,
junda,Jun Da 现代汉语单字字频表,3595,阪,924,ban,ban,3,3,3,ok,bj,bj,True,,bj,bj,True,
junda,Jun Da 现代汉语单字字频表,3596,掣,922,che,che,3,3,3,ok,ie,ie,True,,ie,ie,True,
junda,Jun Da 现代汉语单字字频表,3597,劾,922,he,he,2,2,2,ok,he,he,True,,he,he,True,
junda,Jun Da 现代汉语单字字频表,3598,沥,918,li,li,2,2,2,ok,li,li,True,,li,li,True,
junda,Jun Da 现代汉语单字字频表,3599,粱,918,liang,liang,5,5,5,ok,ld,ld,True,,ll,ll,True,
junda,Jun Da 现代汉语单字字频表,3600,嚓,918,cha,cha,3,3,3,ok,ia,ia,True,,ia,ia,True,
junda,Jun Da 现代汉语单字字频表,3601,惮,916,dan,dan,3,3,3,ok,dj,dj,True,,dj,dj,True,
junda,Jun Da 现代汉语单字字频表,3602,氖,915,nai,nai,3,3,3,ok,nl,nl,True,,nd,nd,True,
junda,Jun Da 现代汉语单字字频表,3603,捎,913,shao,shao,4,4,4,ok,uk,uk,True,,uc,uc,True,
junda,Jun Da 现代汉语单字字频表,3604,羔,911,gao,gao,3,3,3,ok,gk,gk,True,,gc,gc,True,
junda,Jun Da 现代汉语单字字频表,3605,俟,910,si,si,2,2,2,ok,si,si,True,,si,si,True,
junda,Jun Da 现代汉语单字字频表,3606,渲,906,xuan,xuan,4,4,4,ok,xr,xr,True,,xr,xr,True,
junda,Jun Da 现代汉语单字字频表,3607,榄,905,lan,lan,3,3,3,ok,lj,lj,True,,lj,lj,True,
junda,Jun Da 现代汉语单字字频表,3608,茧,904,jian,jian,4,4,4,ok,jm,jm,True,,jm,jm,True,
junda,Jun Da 现代汉语单字字频表,3609,霓,903,ni,ni,2,2,2,ok,ni,ni,True,,ni,ni,True,
junda,Jun Da 现代汉语单字字频表,3610,鹉,901,wu,wu,2,2,2,ok,wu,wu,True,,wu,wu,True,
junda,Jun Da 现代汉语单字字频表,3611,胥,901,xu,xu,2,2,2,ok,xv,xv,True,,xv,xv,True,
junda,Jun Da 现代汉语单字字频表,3612,琶,900,pa,pa,2,2,2,ok,pa,pa,True,,pa,pa,True,
junda,Jun Da 现代汉语单字字频表,3613,撬,900,qiao,qiao,4,4,4,ok,qc,qc,True,,qn,qn,True,
junda,Jun Da 现代汉语单字字频表,3614,橘,900,ju,ju,2,2,2,ok,jv,jv,True,,jv,jv,True,
junda,Jun Da 现代汉语单字字频表,3615,醫,899,yi,yi,2,2,2,ok,yi,yi,True,,yi,yi,True,
junda,Jun Da 现代汉语单字字频表,3616,拈,898,nian,nian,4,4,4,ok,nm,nm,True,,nm,nm,True,
junda,Jun Da 现代汉语单字字频表,3617,笆,896,ba,ba,2,2,2,ok,ba,ba,True,,ba,ba,True,
junda,Jun Da 现代汉语单字字频表,3618,痊,893,quan,quan,4,4,4,ok,qr,qr,True,,qr,qr,True,
junda,Jun Da 现代汉语单字字频表,3619,亟,893,ji,ji|qi,2,2,2,ok,ji,ji|qi,True,,ji,ji|qi,True,
junda,Jun Da 现代汉语单字字频表,3620,渭,892,wei,wei,3,3,3,ok,wz,wz,True,,ww,ww,True,
junda,Jun Da 现代汉语单字字频表,3621,狙,891,ju,ju,2,2,2,ok,jv,jv,True,,jv,jv,True,
junda,Jun Da 现代汉语单字字频表,3622,珂,889,ke,ke,2,2,2,ok,ke,ke,True,,ke,ke,True,
junda,Jun Da 现代汉语单字字频表,3623,刨,888,bao,bao|pao,3,3,3,ok,bk,bk|pk,True,,bc,bc|pc,True,
junda,Jun Da 现代汉语单字字频表,3624,蜕,886,tui,tui,3,3,3,ok,tv,tv,True,,tv,tv,True,
junda,Jun Da 现代汉语单字字频表,3625,谚,884,yan,yan,3,3,3,ok,yj,yj,True,,yj,yj,True,
junda,Jun Da 现代汉语单字字频表,3626,憧,883,chong,chong,5,5,5,ok,is,is,True,,is,is,True,
junda,Jun Da 现代汉语单字字频表,3627,瞟,883,piao,piao,4,4,4,ok,pc,pc,True,,pn,pn,True,
junda,Jun Da 现代汉语单字字频表,3628,馒,881,man,man,3,3,3,ok,mj,mj,True,,mj,mj,True,
junda,Jun Da 现代汉语单字字频表,3629,拗,881,ao,ao|niu,2,2,3,ok,ok,ok|nq,True,,ao,ao|nq,True,
junda,Jun Da 现代汉语单字字频表,3630,帚,878,zhou,zhou,4,4,4,ok,vb,vb,True,,vz,vz,True,
junda,Jun Da 现代汉语单字字频表,3631,钗,878,chai,chai,4,4,4,ok,il,il,True,,id,id,True,
junda,Jun Da 现代汉语单字字频表,3632,哧,877,chi,chi,3,3,3,ok,ii,ii,True,,ii,ii,True,
